TP_FUNDO;CNPJ_FUNDO;DT_REG;CNPJ_AUDITOR;AUDITOR
F.I.I.;17.144.039/0001-85;2012-12-17;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;17.156.502/0001-09;2012-12-12;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;17.161.979/0001-82;2013-01-16;22.985.155/0001-67;CROWE MACRO AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
F.I.I.;17.198.404/0001-34;2015-11-26;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
F.I.I.;17.198.500/0001-82;2012-12-13;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;17.209.378/0001-00;2013-04-03;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;17.211.882/0001-37;2012-12-28;18.596.945/0001-83;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES S/S
F.I.I.;17.216.625/0001-98;2013-05-03;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;17.232.973/0001-59;2013-04-26;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;17.238.373/0001-06;2016-11-23;00.181.183/0001-99;HLV AUDITORES - SOCIEDADE SIMPLES
F.I.I.;17.282.011/0001-04;2013-02-15;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;17.308.805/0001-08;2015-06-08;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;17.311.079/0001-74;2014-03-12;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;17.324.357/0001-28;2013-04-09;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;17.329.029/0001-14;2013-05-08;07.377.136/0001-64;RSM ACAL AUDITORES INDEPENDENTES S/S
F.I.I.;17.331.883/0001-15;2013-05-24;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
F.I.I.;17.365.105/0001-47;2013-06-07;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;17.374.696/0001-19;2013-12-13;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;17.489.157/0001-25;2013-03-27;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;17.554.274/0001-25;2013-08-07;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;17.568.605/0001-86;2016-07-01;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;17.590.518/0001-25;2013-06-26;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;17.655.102/0001-48;2013-10-02;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;17.655.115/0001-17;2015-06-02;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
F.I.I.;17.655.122/0001-19;2013-05-28;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;17.786.606/0001-05;2017-12-28;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
F.I.I.;17.854.016/0001-64;2014-07-01;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
F.I.I.;17.870.926/0001-30;2018-03-14;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;17.911.007/0001-68;2013-09-16;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;18.085.673/0001-57;2013-10-10;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;18.158.898/0001-96;2013-06-26;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;18.259.637/0001-62;2013-09-05;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
F.I.I.;18.265.829/0001-81;2013-12-09;24.882.658/0001-32;YPC AUDITUN S AUDITORIA INDEPENDENTE S/S
F.I.I.;18.289.950/0001-43;2013-07-31;05.465.151/0001-39;RAMIRES & CIA - AUDITORES  INDEPENDENTES  SOCIEDADE SIMPLES
F.I.I.;18.307.582/0001-19;2017-10-19;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;18.308.516/0001-63;2016-04-19;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;18.311.024/0001-27;2016-06-20;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;18.312.285/0001-61;2017-09-11;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;18.330.535/0001-96;2013-08-13;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;18.369.510/0001-04;2013-10-04;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;18.497.672/0001-10;2014-05-08;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
F.I.I.;18.570.740/0001-29;2014-10-22;07.377.136/0001-64;RSM ACAL AUDITORES INDEPENDENTES S/S
F.I.I.;18.579.302/0001-21;2015-03-25;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;18.730.914/0001-73;2017-12-26;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;18.836.451/0001-29;2013-12-16;24.882.658/0001-32;YPC AUDITUN S AUDITORIA INDEPENDENTE S/S
F.I.I.;18.874.954/0001-99;2014-08-04;08.903.743/0001-83;PARKER RANDALL BRASIL AUDITORES INDEPENDENTES
F.I.I.;18.874.965/0001-79;2014-12-09;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;18.929.051/0001-68;2014-06-04;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
F.I.I.;18.929.353/0001-36;2015-01-02;12.085.383/0001-27;PHD PARTNERS AUDITORES INDEPENDENTES S/S
F.I.I.;18.950.957/0001-64;2014-07-14;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;18.979.895/0001-13;2014-08-07;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;19.026.454/0001-60;2014-12-29;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;19.107.604/0001-60;2016-04-29;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;19.131.224/0001-60;2014-11-18;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;19.213.231/0001-01;2017-12-29;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
F.I.I.;19.239.245/0001-02;2014-09-04;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
F.I.I.;19.249.956/0001-50;2014-08-26;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
F.I.I.;19.249.989/0001-08;2017-12-14;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;19.267.845/0001-76;2014-02-17;07.377.136/0001-64;RSM ACAL AUDITORES INDEPENDENTES S/S
F.I.I.;19.390.726/0001-06;2014-04-14;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;19.419.994/0001-03;2013-12-27;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;19.442.626/0001-86;2014-02-26;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;19.628.741/0001-40;2016-07-05;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;19.722.048/0001-31;2016-12-07;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;19.805.989/0001-39;2014-11-24;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;19.872.887/0001-36;2020-02-21;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;19.872.996/0001-53;2019-12-11;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;19.878.616/0001-98;2019-12-16;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;19.959.754/0001-00;2017-12-29;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;20.003.001/0001-05;2014-08-28;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;20.019.120/0001-48;2018-09-12;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;20.040.197/0001-08;2019-12-13;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;20.118.470/0001-61;2017-05-08;08.347.086/0001-35;NOVA MASTER AUDITORES INDEPENDENTES
F.I.I.;20.118.492/0001-21;2016-03-28;67.634.717/0001-66;BWEL AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
F.I.I.;20.118.507/0001-51;2015-09-29;08.903.743/0001-83;PARKER RANDALL BRASIL AUDITORES INDEPENDENTES
F.I.I.;20.132.453/0001-89;2014-07-28;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
F.I.I.;20.216.935/0001-17;2015-05-19;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;20.265.409/0001-47;2015-12-21;67.634.717/0001-66;BWEL AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
F.I.I.;20.265.434/0001-20;2015-03-13;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;20.265.467/0001-70;2014-12-17;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;20.680.775/0001-62;2014-09-22;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;20.716.161/0001-93;2014-09-12;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;20.717.355/0001-03;2014-11-06;18.596.945/0001-83;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES S/S
F.I.I.;20.748.515/0001-81;2016-07-13;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;20.787.427/0001-99;2014-12-12;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;20.834.884/0001-97;2014-10-17;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;20.889.583/0001-60;2015-08-10;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;20.990.694/0001-69;2017-12-23;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;21.044.600/0001-21;2015-03-04;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
F.I.I.;21.067.825/0001-01;2018-07-31;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;21.085.472/0001-64;2018-09-12;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;21.085.863/0001-89;2018-09-12;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;21.085.888/0001-82;2018-09-12;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;21.126.204/0001-43;2014-10-27;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;21.156.164/0001-82;2016-03-14;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;21.398.200/0001-14;2014-12-19;18.596.945/0001-83;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES S/S
F.I.I.;21.408.063/0001-51;2014-11-11;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;21.500.481/0001-74;2016-11-18;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;21.500.500/0001-62;2015-09-11;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;21.500.514/0001-86;2016-05-13;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;21.642.282/0001-09;2018-01-11;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;21.648.484/0001-50;2016-05-13;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;21.826.249/0001-20;2015-12-10;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;21.917.235/0001-12;2015-05-26;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;22.003.469/0001-17;2015-12-15;08.903.743/0001-83;PARKER RANDALL BRASIL AUDITORES INDEPENDENTES
F.I.I.;22.016.625/0001-84;2017-05-04;08.347.086/0001-35;NOVA MASTER AUDITORES INDEPENDENTES
F.I.I.;22.016.637/0001-09;2017-05-12;12.085.383/0001-27;PHD PARTNERS AUDITORES INDEPENDENTES S/S
F.I.I.;22.044.621/0001-00;2015-05-29;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;22.081.808/0001-83;2017-04-20;08.347.086/0001-35;NOVA MASTER AUDITORES INDEPENDENTES
F.I.I.;22.103.617/0001-75;2015-10-26;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;22.104.821/0001-00;2016-02-23;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES
F.I.I.;22.169.671/0001-13;2016-10-07;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
F.I.I.;22.169.716/0001-50;2019-09-09;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
F.I.I.;22.211.522/0001-75;2015-05-12;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;22.219.335/0001-38;2015-06-30;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;22.307.030/0001-88;2015-07-10;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;22.340.978/0001-35;2015-12-18;05.452.311/0001-05;CONFIANCE AUDITORES INDEPENDENTES
F.I.I.;22.459.737/0001-00;2016-02-23;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;22.621.495/0001-09;2015-10-06;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;22.646.161/0001-90;2016-03-10;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;22.684.264/0001-44;2015-12-15;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;22.862.226/0001-34;2019-11-18;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;22.888.670/0001-29;2015-08-28;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;22.957.521/0001-74;2016-10-10;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;23.120.006/0001-06;2016-08-09;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;23.120.027/0001-13;2017-12-28;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;23.120.098/0001-16;2015-12-17;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;23.177.717/0001-09;2016-01-21;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;23.179.381/0001-13;2016-02-19;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;23.381.427/0001-82;2015-12-30;08.903.743/0001-83;PARKER RANDALL BRASIL AUDITORES INDEPENDENTES
F.I.I.;23.426.470/0001-17;2016-02-15;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;23.532.837/0001-87;2015-11-19;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
F.I.I.;23.533.796/0001-43;2015-11-19;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
F.I.I.;23.537.203/0001-17;2015-11-19;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
F.I.I.;23.538.112/0001-04;2015-11-19;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
F.I.I.;23.570.871/0001-46;2015-11-19;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
F.I.I.;23.582.914/0001-03;2015-11-19;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
F.I.I.;23.648.935/0001-84;2019-08-21;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;23.740.527/0001-58;2016-12-14;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;23.740.552/0001-31;2016-04-06;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;23.740.575/0001-46;2016-06-10;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;23.740.595/0001-17;2018-07-17;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;23.768.027/0001-24;2016-06-03;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;23.768.932/0001-84;2016-07-05;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;23.781.211/0001-04;2015-12-23;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;23.781.227/0001-17;2015-12-30;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;23.876.086/0001-16;2016-03-23;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
F.I.I.;23.964.843/0001-03;2016-12-23;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;23.964.908/0001-10;2016-07-13;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;24.069.712/0001-25;2016-02-05;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;24.070.076/0001-51;2016-06-08;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;24.111.181/0001-91;2016-02-11;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;24.514.406/0001-50;2017-05-12;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;24.703.709/0001-11;2016-05-04;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;24.703.758/0001-54;2017-06-28;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;24.751.211/0001-24;2017-05-23;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES
F.I.I.;24.774.904/0001-32;2017-12-29;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
F.I.I.;24.814.916/0001-43;2016-05-23;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;24.853.044/0001-22;2016-05-24;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
F.I.I.;24.853.060/0001-15;2016-05-24;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;24.960.430/0001-13;2016-06-10;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;24.976.492/0001-13;2016-06-15;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;25.032.881/0001-53;2016-06-28;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES
F.I.I.;25.329.003/0001-02;2016-08-25;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
F.I.I.;26.001.423/0001-10;2016-08-24;67.634.717/0001-66;BWEL AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
F.I.I.;26.091.636/0001-80;2016-12-16;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;26.091.656/0001-50;2016-11-30;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
F.I.I.;26.094.647/0001-13;2016-09-19;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;26.132.504/0001-59;2016-09-22;64.184.922/0001-89;AUDIBANCO - AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
F.I.I.;26.191.053/0001-20;2016-10-14;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
F.I.I.;26.195.121/0001-20;2016-09-22;02.878.522/0001-16;IRKO AUDITORES INDEPENDENTES
F.I.I.;26.269.251/0001-60;2017-01-23;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
F.I.I.;26.314.437/0001-93;2018-10-26;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;26.395.660/0001-02;2016-10-21;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;26.452.038/0001-99;2017-09-08;08.347.086/0001-35;NOVA MASTER AUDITORES INDEPENDENTES
F.I.I.;26.452.053/0001-37;2017-06-13;08.347.086/0001-35;NOVA MASTER AUDITORES INDEPENDENTES
F.I.I.;26.452.064/0001-17;2017-06-07;08.347.086/0001-35;NOVA MASTER AUDITORES INDEPENDENTES
F.I.I.;26.452.074/0001-52;2017-09-08;08.347.086/0001-35;NOVA MASTER AUDITORES INDEPENDENTES
F.I.I.;26.452.083/0001-43;2017-09-08;08.347.086/0001-35;NOVA MASTER AUDITORES INDEPENDENTES
F.I.I.;26.452.092/0001-34;2017-06-28;64.184.922/0001-89;AUDIBANCO - AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
F.I.I.;26.452.101/0001-97;2017-09-08;08.347.086/0001-35;NOVA MASTER AUDITORES INDEPENDENTES
F.I.I.;26.452.121/0001-68;2017-09-08;08.347.086/0001-35;NOVA MASTER AUDITORES INDEPENDENTES
F.I.I.;26.499.833/0001-32;2016-11-18;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;26.502.761/0001-35;2017-08-28;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;26.502.794/0001-85;2018-04-26;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;26.502.810/0001-30;2017-09-27;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;26.511.274/0001-39;2017-11-21;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;26.545.627/0001-11;2016-11-17;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
F.I.I.;26.614.291/0001-00;2017-01-11;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;26.642.727/0001-66;2017-01-06;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;26.642.834/0001-94;2017-01-06;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
F.I.I.;26.648.616/0001-67;2016-12-06;18.227.733/0001-29;PEMOM AUDITORES INDEPENDENTES S/S
F.I.I.;26.681.370/0001-25;2016-12-12;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
F.I.I.;26.812.865/0001-46;2017-01-23;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
F.I.I.;26.845.760/0001-93;2017-01-13;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES
F.I.I.;26.846.134/0001-11;2017-01-13;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES
F.I.I.;26.846.202/0001-42;2017-01-13;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES
F.I.I.;26.846.280/0001-47;2017-01-13;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES
F.I.I.;26.846.366/0001-70;2017-01-13;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES
F.I.I.;26.990.011/0001-50;2017-03-03;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;27.089.035/0001-03;2017-05-26;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
F.I.I.;27.212.823/0001-37;2017-05-12;42.165.506/0001-09;AUDIPEC AUDITORIA E PERÍCIA CONTÁBIL S/S
F.I.I.;27.212.823/0001-37;2017-05-12;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
F.I.I.;27.293.656/0001-04;2017-03-14;64.184.922/0001-89;AUDIBANCO - AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
F.I.I.;27.293.689/0001-46;2017-03-15;64.184.922/0001-89;AUDIBANCO - AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
F.I.I.;27.339.287/0001-35;2017-06-05;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
F.I.I.;27.368.600/0001-63;2017-11-16;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;27.368.617/0001-10;2018-02-23;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;27.368.863/0001-72;2017-12-21;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
F.I.I.;27.445.482/0001-40;2017-04-17;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
F.I.I.;27.486.542/0001-72;2017-04-27;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
F.I.I.;27.486.542/0001-72;2017-04-27;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
F.I.I.;27.529.279/0001-51;2017-08-07;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
F.I.I.;27.537.757/0001-75;2017-05-24;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES
