ident_ativo;nm_ativo;eh_fundo_vedado;nm_fundo;cnpj_admin;cnpj_gestor;enquad_sprev;enquad_sprev_pad;atende_art15;TP_FUNDO;DENOM_SOCIAL;DT_REG;DT_CONST;DT_CANCEL;SIT;DT_INI_SIT;DT_INI_EXERC;DT_FIM_EXERC;qtd_rpps_investindo;eh_investigado;DT_COMPTC;VL_PATRIM_LIQ;NR_COTST
12138813000121; MASTER III FIDC MULTISETORIAL SENIOR;0;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL MASTER III;27652684;22119959;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL MASTER III;2010-12-01;2010-12-29;NA;EM FUNCIONAMENTO NORMAL;2011-02-28;2020-04-01;2021-03-31;  20;0;NA;NA;NA
12138862000164; SILVERADO MAXIMUM II FIDEC MULTISSETORIAL SÊNIOR 2;1;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SILVERADO MAXIMUM II;27652684;27652684;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SILVERADO MAXIMUM II;2010-10-07;2010-10-07;NA;EM FUNCIONAMENTO NORMAL;2011-12-13;2020-01-01;2020-12-31;   1;0;NA;NA;NA
12188161000130; BRASIL PLURAL ENERGIA RENOVAVEL;0;BRASIL ENERGIA RENOVÁVEL - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;00360305;22119959;Artigo 8º, Inciso IV, 'a';ART8IVA; 1;FIP;BRASIL ENERGIA RENOVÁVEL - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2010-07-15;2010-07-29;NA;EM FUNCIONAMENTO NORMAL;2010-10-18;2020-01-01;2020-12-31;   2;0;NA;NA;NA
12228008000199; LEME FIC MULTIMERCADO CRÉDITO PRIVADO;1;LEME FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;92904564;15403817;Artigo 8º, Inciso III;ART8III; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  10;0;2020-05-29;    1676577;    12
12239939000192; BNP Paribas Action FIC Ações;0;BNP PARIBAS ACTION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO AÇÕES;01522368;02562663;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  16;0;2020-05-29;  247425546;  1777
12312767000135; ÁTICO FLORESTAL FIP;1;BRASIL FLORESTAL - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;02201501;07250864;Artigo 8º, Inciso IV, 'a';ART8IVA; 0;FIP;BRASIL FLORESTAL - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2010-08-10;2010-08-30;NA;EM FUNCIONAMENTO NORMAL;2012-03-21;2019-07-01;2020-06-30;  17;0;NA;NA;NA
12400421000199; LIBRA FIDC MULTISSETORIAL SÊNIOR;0;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;62285390;09121454;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2010-11-05;2010-11-22;NA;EM FUNCIONAMENTO NORMAL;2011-02-21;2020-01-01;2020-12-31;   1;0;NA;NA;NA
12402646000184; IMA-B 1000 FIC RENDA FIXA LP;1;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM RENDA FIXA LONGO PRAZO IMAB 1000;42066258;42066258;Artigo 7º, Inciso IV, 'a';ART7IVA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  12;0;2020-05-29;   30603811;    12
12430167000171; PERFIN LONG SHORT 15 FIC MULTIMERCADO;0;PERFIN EQUITY HEDGE 15 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;00066670;04232804;Artigo 8º, Inciso III;ART8III; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;NA;NA;NA
12440789000180; LEME IPCA FIDC MULTISSETORIAL SÊNIOR;1;LME REC MULTISETORIAL IPCA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;92904564;15403817;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;LME REC MULTISETORIAL IPCA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2010-10-04;2010-10-06;NA;EM FUNCIONAMENTO NORMAL;2011-01-10;2019-07-01;2020-06-30;  65;0;NA;NA;NA
12672120000114; DAYCOVAL IMA-B 5 FI RENDA FIXA;0;DAYCOVAL FUNDO DE RENDA FIXA IMA-B 5;62232889;72027832;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   5;0;2020-05-29;   61304291;  1149
12681340000104; BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;0;BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;03384738;03384738;Artigo 8º, Inciso IV, 'b';ART8IVB; 1;F.I.I.;BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-06-13;NA;NA;EM FUNCIONAMENTO NORMAL;2011-06-13;2020-01-01;2020-12-31;   5;0;NA;NA;NA
12839769000187; SULAMÉRICA EVOLUTION FI MULTIMERCADO;0;SUL AMÉRICA EVOLUTION FUNDO DE INVESTIMENTO MULTIMERCADO;00066670;21813291;Artigo 8º, Inciso III;ART8III; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   9;0;2020-05-29;  591829381;   626
12845801000137; TOWER BRIDGE IMA-B 5 FI RENDA FIXA;1;TOWER RENDA FIXA FUNDO DE INVESTIMENTO IMA-B 5;42066258;11581753;Artigo 7º, Inciso IV, 'a';ART7IVA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  29;1;NA;NA;NA
12887506000143; FII CAIXA TRX LOGISTICA RENDA;0;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA TRX LOGISTICA RENDA;00360305;00360305;Artigo 8º, Inciso IV, 'b';ART8IVB; 1;F.I.I.;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA TRX LOGISTICA RENDA;2011-11-29;NA;NA;EM FUNCIONAMENTO NORMAL;2011-11-29;2020-01-01;2020-12-31;   1;0;NA;NA;NA
12948291000123; FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE;72600026;72600026;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;F.I.I.;FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE;2011-01-07;NA;NA;EM FUNCIONAMENTO NORMAL;2011-01-07;2020-01-01;2020-12-31;   1;0;NA;NA;NA
13000836000138; OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;1;OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;00806535;03987891;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;F.I.I.;OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2017-12-21;2011-01-10;NA;EM FUNCIONAMENTO NORMAL;2017-12-21;2019-07-01;2020-06-30;  10;0;NA;NA;NA
13000836000138; OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;1;OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;00806535;03987891;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;FIP;OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-12-10;2011-01-10;2017-12-21;CANCELADA;2017-12-21;2019-03-01;2020-02-29;  10;0;NA;NA;NA
13058816000118; FIA Caixa Brasil IBOVESPA;0;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA BRASIL IBOVESPA;00360305;00360305;Artigo 8º, Inciso I, 'a';ART8IA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 105;0;2020-05-29;  577291376;   121
13060032000124; Votorantim FIC IRF-M 1+;0;VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO IRF-M 1+ RENDA FIXA LONGO PRAZO;03384738;03384738;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29;   34390780;   377
13077415000105; BB PREVIDENCIARIO RENDA FIXA FLUXO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;0;BB PREVIDENCIÁRIO RENDA FIXA FLUXO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 658;0;2020-05-29; 1994953766;   744
13077418000149; BB PREVID RF PERFIL;0;BB PREVIDENCIÁRIO RENDA FIXA REFERENCIADO DI LONGO PRAZO PERFIL FUNDO DE INVESTIMENTO EM COTAS DE FI;30822936;30822936;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 855;0;2020-05-29; 2574764271;   626
13079634000123; BB DINÂMICO;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;   3;0;2020-05-29; 1395489139; 20004
13081159000120; SICREDI FI INSTITUCIONAL RF IRFM LP;0;SICREDI - FUNDO DE INVESTIMENTO INSTITUCIONAL RENDA FIXA REFERENCIADO IRF-M LONGO PRAZO;01181521;03795072;Artigo 7º, Inciso III, 'a';ART7IIIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 136;0;2020-05-29;  405855878;   523
13155995000101; DAYCOVAL IBOVESPA ATIVO FI AÇÕES;0;DAYCOVAL IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM AÇÕES;62232889;72027832;Artigo 8º, Inciso I, 'a';ART8IA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  13;0;2020-05-29;  120135178;  1202
13176277000111; Claritas Multimercado Institucional Inflação;0;CLARITAS INFLAÇÃO INSTITUCIONAL FUNDO DE INVESTIMENTO MULTIMERCADO;02201501;03987891;Artigo 8º, Inciso III;ART8III; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29;   11706617;   204
13301359000140; BB VOTORANTIM INFRAESTRUTURA ENERGIA SUST II FIP;0;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRA-ESTRUTURA BB VOTORANTIM ENERGIA SUSTENTÁVEL II;03384738;03384738;Artigo 8º, Inciso IV, 'a';ART8IVA; 1;FIP;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRA-ESTRUTURA BB VOTORANTIM ENERGIA SUSTENTÁVEL II;2011-05-10;2011-05-23;NA;EM FUNCIONAMENTO NORMAL;2011-12-01;2020-01-01;2020-12-31;   1;0;NA;NA;NA
13322205000135; BB IDKA 2 TÍTULOS PÚBLICOS FI RENDA FIXA PREVIDENCIÁRIO;0;BB PREVIDENCIÁRIO RENDA FIXA IDKA 2 TÍTULOS PÚBLICOS FUNDO DE INVESTIMENTO;30822936;30822936;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 944;0;2020-05-29; 6335156883;   882
13327340000173; BB PREVIDENCIÁRIO RENDA FIXA IMA-B5+ TÍTULOS PÚBLICOS FI;0;BB PREVIDENCIÁRIO RENDA FIXA IMA-B5+ TÍTULOS PÚBLICOS FUNDO DE INVESTIMENTO;30822936;30822936;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 444;0;2020-05-29; 1970647318;   319
13328452000149; PATRIA SPECIAL OPPORTUNITIES I - FIQ FIP;0;PáTRIA SPECIAL OPPORTUNITIES I FIC FUNDO DE INVESTIMENTOS EM PARTICIPAçõES;12461756;12461756;Artigo 8º, Inciso IV, 'a';ART8IVA; 0;FIP;Pátria Special Opportunities I FIC Fundo de Investimentos em Participações;2011-02-28;2011-03-31;NA;EM FUNCIONAMENTO NORMAL;2011-06-27;2020-01-01;2020-12-31;   9;0;NA;NA;NA
13344834000166; INCENTIVO II FIDC MULTISSETORIAL;1;INCENTIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL II;42066258;10995802;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;INCENTIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL II;2011-04-28;2011-05-06;NA;EM FUNCIONAMENTO NORMAL;2011-06-03;2019-07-01;2020-06-30;  19;1;NA;NA;NA
13396703000122; VINCI VALOREM FI MULTIMERCADO;0;VINCI VALOREM FUNDO DE INVESTIMENTO MULTIMERCADO;00066670;13421810;Artigo 8º, Inciso III;ART8III; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29; 1152663807; 30920
13397466000114; BRADESCO FIC DE FI CURTO PRAZO PODER PÚBLICO;0;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RF CURTO PRAZO PODER PÚBLICO;60746948;62375134;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  12;0;2020-05-29;  746088937;  1547
13400077000109; BRADESCO INSTITUCIONAL FIC FI RENDA FIXA IMA-B 5+;0;BRADESCO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA IMA-B 5+;60746948;62375134;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  66;0;2020-05-29;  247908135;    46
13401224000157; BRADESCO FIC FI AÇÕES BDR NÍVEL I;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29;  239531604;  5697
13416245000146; IT NOW IDIV FUNDO DE INDICE - DIVO11;0;IT NOW IDIV FUNDO DE ÍNDICE;60701190;60701190;Artigo 8º, Inciso II, 'b';ART8IIB; 1;FIIM;IT NOW IDIV FUNDO DE ÍNDICE;2012-01-03;2012-01-03;NA;EM FUNCIONAMENTO NORMAL;2012-01-03;2020-04-01;2021-03-31;   7;0;NA;NA;NA
13455117000101; SANTANDER FIC FI IMA-B 5 TP RF;0;SANTANDER FIC FI IMA-B 5 TÍTULOS PUBLICOS RENDA FIXA;90400888;10231177;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  58;0;2020-05-29;  919612146;   138
13455174000190; SANTANDER FIC FI DIVIDENDOS VIP AÇÕES;0;SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIVIDENDOS VIP ACOES;90400888;10231177;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;2020-05-29;  104689880;  1458
13455197000103; SANTANDER FI IRF-M TÍTULOS PÚBLICOS RENDA FIXA;0;SANTANDER FI IRF-M TÍTULOS PÚBLICOS RENDA FIXA;90400888;10231177;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  14;0;2020-05-29; 2961365073;    26
13555918000149; ÁQUILLA FII - AQLL11;1;AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO;00329598;08964545;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;F.I.I.;AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2011-08-15;NA;NA;EM FUNCIONAMENTO NORMAL;2011-08-15;2020-01-01;2020-12-31;  22;1;NA;NA;NA
13584584000131; BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FII - CARE11;0;BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;00806535;97543940;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;F.I.I.;BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-12-12;NA;NA;EM FUNCIONAMENTO NORMAL;2011-12-12;2020-01-01;2020-12-31;  60;0;NA;NA;NA
13593438000172; ECOHEDGE FIM CP LP;1;ECO HEDGE FIM CREDITO PRIVADO LONGO PRAZO;11010779;22119959;Artigo 8º, Inciso III;ART8III; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   5;1;NA;NA;NA
13594673000169; TMJ IMA-B FI RENDA FIXA;1;TMJ IMA-B FUNDO DE INVESTIMENTO RENDA FIXA;42066258;12678380;Artigo 7º, Inciso IV, 'a';ART7IVA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  15;1;NA;NA;NA
13608335000139; MULTINVEST FIA;0;MULTINVEST FUNDO DE INVESTIMENTO DE AÇÕES;62232889;12564465;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  10;0;2020-05-29;   67665488;    69
13633964000119; INVEST DUNAS FIDC MULTISSETORIAL SÊNIOR LP;1;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL INVEST DUNAS LP;62285390;62285390;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL INVEST DUNAS LP;2012-12-11;2013-01-04;NA;EM FUNCIONAMENTO NORMAL;2013-01-04;2020-01-01;2020-12-31;   5;0;NA;NA;NA
13748601000129; MEZANINO MARINE INFRAESTRUTURA MULTIESTRATÉGIA FIP;1;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA MEZANINO MARINE;15489568;17232615;Artigo 8º, Inciso IV, 'a';ART8IVA; 0;FIP;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA MEZANINO MARINE;2011-08-16;2011-08-19;2017-12-08;CANCELADA;2017-12-08;2019-03-01;2020-02-29;   1;0;NA;NA;NA
13767159000188; CEF FI E PARTICIP. INCORPORAÇÃO IMOBILIÁRIA;0;FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA CAIXA INCORPORACAO IMOBILIARIA;00360305;00360305;Artigo 8º, Inciso IV, 'a';ART8IVA; 1;FIP;FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA CAIXA INCORPORACAO IMOBILIARIA;2011-11-03;2011-12-12;NA;EM FUNCIONAMENTO NORMAL;2012-12-19;2020-04-01;2021-03-31;  16;0;NA;NA;NA
13842683000176; Vector/Queluz Lajes Corporativas FII;1;VECTOR QUELUZ LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIARIO;00806535;07806377;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;F.I.I.;VECTOR QUELUZ LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIARIO;2013-05-14;2011-06-16;NA;EM FUNCIONAMENTO NORMAL;2013-05-14;2020-01-01;2020-12-31;  16;0;NA;NA;NA
13973228000100; SICOOB PREVIDENCIARIO FI RENDA FIXA IMA-B;0;SICOOB PREVIDENCIÁRIO FUNDO DE INVESTIMENTO RENDA FIXA IMA-B;07397614;07397614;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   5;0;2020-05-29;   24672727;     6
13990000000128; FIDC MULTISETORIAL ITALIA;1;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ITÁLIA;13486793;14751574;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ITÁLIA;2011-12-15;2012-01-31;NA;EM FUNCIONAMENTO NORMAL;2012-02-17;2020-01-01;2020-12-31;  25;1;NA;NA;NA
14069202000102; ÁQUILLA RENDA FII - ARFI11B;1;AQ3 RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;00329598;08964545;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;F.I.I.;AQ3 RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2012-07-27;2011-07-28;NA;EM FUNCIONAMENTO NORMAL;2012-07-27;2020-01-01;2020-12-31;  10;0;NA;NA;NA
14074721000150; FIRENZE FII;1;FIRENZE FUNDO DE INVESTIMENTO IMOBILIÁRIO;00329598;08964545;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;F.I.I.;FIRENZE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-12-10;2012-09-27;NA;EM FUNCIONAMENTO NORMAL;2013-12-10;2020-01-01;2020-12-31;   1;0;NA;NA;NA
14083797000142; PACIFICO AÇÕES FIC AÇÕES;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29;  297868734;  1167
14091645000191; BB IPCA III FI Renda Fixa Previdenciário Crédito Privado;0;BB PREVIDENCIÁRIO RF CRÉDITO PRIVADO IPCA III FUNDO DE INVESTIMENTO;30822936;30822936;Artigo 7º, Inciso VII, 'b';ART7VIIB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  73;0;2020-05-29;  594877546;    74
14091647000180; BB RPPS IPCA II FI RENDA FIXA CRÉDITO PRIVADO;0;BB RPPS RENDA FIXA CRÉDITO PRIVADO IPCA II FUNDO DE INVESTIMENTO;30822936;30822936;Artigo 7º, Inciso VII, 'b';ART7VIIB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   4;0;NA;NA;NA
14099976000178; BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES INSTITUCIONAL IBRX ALPHA;0;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES INSTITUCIONAL IBRX ALPHA;00066670;62375134;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  10;0;2020-05-29;  223962296;    24
14113340000133; NAVI INSTITUCIONAL FUNDO DE INVESTIMENTO EM AÇÕES;0;NAVI INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;00066670;27133825;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  15;0;2020-05-29;  942047098;  3830
14115116000180; MONGERAL AEGON INSTITUCIONAL FI MULTIMERCADO;0;MONGERAL AEGON FUNDO DE INVESTIMENTO MULTIMERCADO;00066670;16500294;Artigo 8º, Inciso III;ART8III; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   6;0;2020-05-29;  122584806;    65
14115118000170; MONGERAL AEGON INFLAÇÃO REFERENCIADO IMA-B FI RF LP;0;MONGERAL AEGON INFLAÇÃO REFERENCIADO IMA-B FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;00066670;16500294;Artigo 7º, Inciso III, 'a';ART7IIIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;2020-05-29;  125432375;  2653
14120488000103; CAIXA OAB FIC RENDA FIXA CREDITO PRIVADO LP;0;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA OAB RENDA FIXA CRÉDITO PRIVADO LP;00360305;00360305;Artigo 7º, Inciso VII, 'b';ART7VIIB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29;  342686247;  3900
14120520000142; FUNDO DE INVESTIMENTO CAIXA JUROS E MOEDAS ;0;FUNDO DE INVESTIMENTO CAIXA JUROS E MOEDAS MULTIMERCADO LONGO PRAZO;00360305;00360305;Artigo 8º, Inciso III;ART8III; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  96;0;2020-05-29;  611223719;  2318
14137344000151; FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CEDAE COTA SERIE 002;0;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DA COMPANHIA ESTADUAL DE AGUAS E ESGOTOS - CEDAE;00360305;29650082;Artigo 7º, Inciso VII, 'a';ART7VIIA; 1;FIDC;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DA COMPANHIA ESTADUAL DE AGUAS E ESGOTOS - CEDAE;2011-11-22;2011-11-22;2017-06-26;CANCELADA;2017-06-26;2019-01-01;2019-12-31;   2;0;NA;NA;NA
14146491000198; XP INFLAÇÃO REFERENCIADO IPCA FUNDO DE INVESTIMENTO RENDA FIXA LP;0;XP INFLAÇÃO REFERENCIADO IPCA FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;62418140;07625200;Artigo 7º, Inciso III, 'a';ART7IIIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   6;0;2020-05-29;  535038388; 13366
14166140000149; Empírica Sifra FIDC Star Sênior;0;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SIFRA STAR;03317692;09204714;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SIFRA STAR;2012-01-18;2012-03-19;NA;EM FUNCIONAMENTO NORMAL;2012-03-20;2019-07-01;2020-06-30;   7;0;NA;NA;NA
14171644000157; BTG PACTUAL CRÉDITO CORPORATIVO I FIC MULTIMERCADO CRÉDITO PRIVADO;0;BTG PACTUAL CREDITO CORPORATIVO I FIQ DE FUNDOS DE INVESTIMENTO DE RENDA FIXA CREDITO PRIVADO;59281253;29650082;Artigo 7º, Inciso VII, 'b';ART7VIIB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   5;0;2020-05-29;  840450698;  7352
14213331000114; BB AÇÕES DIVIDENDOS MIDCAPS FIC;0;BB AÇÕES DIVIDENDOS MIDCAPS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   4;0;2020-05-29;   82941786;  4594
14239659000100; CAIXA FIC CAP PROT IBOV CICLICO I MULT;0;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAP PROT IBOVESPA CÍCLICO I MULT;00360305;00360305;Artigo 8º, Inciso III;ART8III; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   5;0;2020-05-29;  103035227;   919
14386860000110; FUNDO DE INVEST EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAPITAL PROTEGIDO BRASIL IBOVESPA II MULT;0;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAPITAL PROTEGIDO BRASIL IBOVESPA II MULT;00360305;00360305;Artigo 8º, Inciso III;ART8III; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 114;0;NA;NA;NA
